id,name,original_title,original_language,overview,genres,status,popularity,adult,vote_average,vote_count,release_date
75,"Three Colors: White","Trois couleurs : Blanc",fr,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""},{""id"":9648,""name"":""Mystery""}]",Released,14.713,,7.5,1171,1994-01-26
76,"Three Colors: Red","Trois couleurs : Rouge",fr,"Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.","[{""id"":18,""name"":""Drama""},{""id"":9648,""name"":""Mystery""},{""id"":10749,""name"":""Romance""}]",Released,22.236,,7.9,1370,1994-05-12
77,Scarface,Scarface,en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.","[{""id"":28,""name"":""Action""},{""id"":80,""name"":""Crime""},{""id"":18,""name"":""Drama""}]",Released,82.99,,8.2,11774,1983-12-09
78,"Italian for Beginners","Italiensk for begyndere",da,"Several lonely hearts in a semi-provincial suburb of a town in Denmark use a beginner's course in Italian as the platform to meet the romance of their lives. The film, which unspools the connections and family drama shared between the students, complies with several aesthetic principles of Dogme 95 movement.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,10.34,,6.316,125,2000-12-07
79,"Spring, Summer, Fall, Winter... and Spring","봄 여름 가을 겨울 그리고 봄",ko,"An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.","[{""id"":18,""name"":""Drama""}]",Released,18.947,,7.804,1057,2003-09-19
80,"Pretty Woman","Pretty Woman",en,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.","[{""id"":10749,""name"":""Romance""},{""id"":35,""name"":""Comedy""}]",Released,63.045,,7.467,8193,1990-03-23
81,"The Big Lebowski","The Big Lebowski",en,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","[{""id"":35,""name"":""Comedy""},{""id"":80,""name"":""Crime""}]",Released,30.25,,7.8,11123,1998-03-06
82,"Match Point","Match Point",en,"Chris, a former tennis player, looks for work as an instructor. He meets Tom Hewett, a wealthy young man whose sister Chloe falls in love with Chris. But Chris has his eye on Tom's fiancee Nola.","[{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""},{""id"":80,""name"":""Crime""},{""id"":10749,""name"":""Romance""}]",Released,18.367,,7.36,4031,2005-10-26
83,"The Untouchables","The Untouchables",en,"Elliot Ness, an ambitious prohibition agent, is determined to take down Al Capone. In order to achieve this goal, he forms a group given the nickname “The Untouchables”.","[{""id"":80,""name"":""Crime""},{""id"":36,""name"":""History""},{""id"":53,""name"":""Thriller""}]",Released,25.505,,7.764,5579,1987-06-03
84,"Charlie and the Chocolate Factory","Charlie and the Chocolate Factory",en,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.","[{""id"":12,""name"":""Adventure""},{""id"":35,""name"":""Comedy""},{""id"":10751,""name"":""Family""},{""id"":14,""name"":""Fantasy""}]",Released,101.271,,7.051,15097,2005-07-13
85,"The Lord of the Rings: The Fellowship of the Ring","The Lord of the Rings: The Fellowship of the Ring",en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","[{""id"":12,""name"":""Adventure""},{""id"":14,""name"":""Fantasy""},{""id"":28,""name"":""Action""}]",Released,172.502,,8.4,25123,2001-12-18
86,"The Lord of the Rings: The Two Towers","The Lord of the Rings: The Two Towers",en,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","[{""id"":12,""name"":""Adventure""},{""id"":14,""name"":""Fantasy""},{""id"":28,""name"":""Action""}]",Released,106.018,,8.401,21819,2002-12-18
87,"The Lord of the Rings: The Return of the King","The Lord of the Rings: The Return of the King",en,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​","[{""id"":12,""name"":""Adventure""},{""id"":14,""name"":""Fantasy""},{""id"":28,""name"":""Action""}]",Released,137.111,,8.5,24173,2003-12-17
88,"The Lord of the Rings","The Lord of the Rings",en,"The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.","[{""id"":12,""name"":""Adventure""},{""id"":16,""name"":""Animation""},{""id"":14,""name"":""Fantasy""}]",Released,23.647,,6.591,893,1978-11-15
89,"No End","Bez końca",pl,"1982, Poland. A translator loses her husband and becomes a victim of her own sorrow. She looks to sex, to her son, to law, and to hypnotism when she has nothing else in this time of martial law when Solidarity was banned.","[{""id"":18,""name"":""Drama""}]",Released,9.628,,7,102,1985-06-17
90,"Railway Station",Dworzec,pl,"Kieslowski’s later film Dworzec (Station, 1980) portrays the atmosphere at Central Station in Warsaw after the rush hour.","[{""id"":99,""name"":""Documentary""}]",Released,3.529,,4.8,30,1980-01-01
91,"Short Working Day","Krótki dzień pracy",pl,"A dramatisation of the workers' protests in June 1976 in Radom, seen from the perspective of the local Secretary of the Polish United Workers' Party. [Produced in 1981, but not commercially released until 1996.]","[{""id"":18,""name"":""Drama""},{""id"":10770,""name"":""TV Movie""}]",Released,1.253,,7.1,7,1981-01-01
92,"Blind Chance",Przypadek,pl,"Witek runs after a train. Three variations follow on how such a seemingly banal incident could influence the rest of Witek's life.","[{""id"":18,""name"":""Drama""}]",Released,9.561,,7.572,208,1987-01-10
93,"Princess Mononoke",もののけ姫,ja,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.","[{""id"":12,""name"":""Adventure""},{""id"":14,""name"":""Fantasy""},{""id"":16,""name"":""Animation""}]",Released,54.543,,8.336,7982,1997-07-12
94,"Spirited Away",千と千尋の神隠し,ja,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.","[{""id"":16,""name"":""Animation""},{""id"":10751,""name"":""Family""},{""id"":14,""name"":""Fantasy""}]",Released,128.421,,8.538,16491,2001-07-20
95,"Gimme Shelter","Gimme Shelter",en,"A detailed chronicle of the famous 1969 tour of the United States by the British rock band The Rolling Stones, which culminated with the disastrous and tragic concert held on December 6 at the Altamont Speedway Free Festival, an event of historical significance, as it marked the end of an era: the generation of peace and love suddenly became the generation of disillusionment.","[{""id"":99,""name"":""Documentary""},{""id"":10402,""name"":""Music""}]",Released,6.948,,7.4,165,1970-12-13
96,Primary,Primary,en,"Primary is a documentary film about the primary elections between John F. Kennedy and Hubert Humphrey in 1960. Primary is the first documentary to use light equipment in order to follow their subjects in a more intimate filmmaking style. This unconventional way of filming created a new look for documentary films where the camera’s lens was right in the middle of what ever drama was occurring.  Preserved by the Academy Film Archive in partnership with The Film Foundation in 1998.","[{""id"":99,""name"":""Documentary""}]",Released,4.237,,6.4,35,1960-11-08
97,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",en,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.","[{""id"":12,""name"":""Adventure""},{""id"":35,""name"":""Comedy""},{""id"":80,""name"":""Crime""}]",Released,19.484,,7.327,4115,2000-08-30
98,"Dont Look Back","Bob Dylan: Dont Look Back",en,"In this wildly entertaining vision of one of the twentieth century’s greatest artists, Bob Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price.","[{""id"":99,""name"":""Documentary""},{""id"":10402,""name"":""Music""}]",Released,7.913,,7.395,147,1967-05-17
99,Freaks,Freaks,en,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","[{""id"":18,""name"":""Drama""},{""id"":27,""name"":""Horror""}]",Released,18.338,,7.795,1173,1932-01-01
